seq,timestamp_ms,px_m,py_m,d1_m,d2_m,anchor1_id,anchor2_id,valid,reason_code
137,-576451236616,2.291512217280058,3.078416303351226,3.8693822124358213,3.738185536445625,1,2,1,
138,-576451236514,2.215256104898095,3.0601470297729003,3.9031957887219546,3.6790343203290825,1,2,1,
140,-576451236207,2.1762894184801715,3.0717424842110947,3.937009365008088,3.6663204156454965,1,2,1,
141,-576451236105,2.1764617121598926,3.0664805004538542,3.932861566316989,3.6620824474176343,1,2,1,
142,-576451236034,2.1191862698989934,3.0287297682504892,3.94124733323595,3.598603093536467,1,2,1,
143,-576451235899,2.107948126172742,3.041422410649237,3.9581992061473983,3.602841061764329,1,2,1,
144,-576451235772,2.1133161847694732,3.0684255732694745,3.9751510790588465,3.628268871131502,1,2,1,
145,-576451235593,2.0860340204871117,3.0914009490155863,4.010353834105375,3.6324166698226,1,2,1,
146,-576451235490,2.047509441561519,3.1162122950366378,4.054301912886993,3.6324166698226,1,2,1,
147,-576451235286,1.9598634173010803,3.0712679489865247,4.078775369080548,3.5478376443388857,1,2,1,
148,-576451235252,1.8771627279146945,3.007693605329712,4.0885647515579695,3.4505447141715853,1,2,1,
149,-576451234950,1.9361109504098701,3.036229107206676,4.068985986603126,3.5055481315970285,1,2,1,
150,-576451234948,1.9042345287958127,3.099891216032976,4.137407521578298,3.5435996761110236,1,2,1,
151,-576451234773,1.8859459628187731,3.0763446876959244,4.1325128303395875,3.514024068052753,1,2,1,
152,-576451234671,1.8234411703143985,3.0442067255071845,4.152091595294431,3.4547826823994474,1,2,1,
153,-576451234568,1.815839547616616,3.043685599947375,4.156986286533142,3.4505447141715853,1,2,1,
154,-576451234466,1.7698134682111077,3.0260431136562014,4.176460909121205,3.41249316965759,1,2,1,
155,-576451234261,1.7169964780172728,2.973100359764639,4.176460909121205,3.3405378793206983,1,2,1,
156,-576451234159,1.6922263243185998,3.010747979591665,4.2205131302696035,3.3617277204600087,1,2,1,
157,-576451234057,1.6922263243185998,3.010747979591665,-1.0,-1.0,1,2,0,1
158,-576451233852,1.744074944967167,3.069221464218238,4.2253036791415335,3.4378308094879992,1,2,1,
159,-576451233773,1.6790457371476428,3.0320902578479747,4.244882444096377,3.3743514556068317,1,2,1,
160,-576451233676,1.7264643951407246,3.04513223237511,4.2205131302696035,3.4082552014297276,1,2,1,
161,-576451233476,1.8296632825392853,3.103991387604006,4.191144982837338,3.5097860998248906,1,2,1,
162,-576451233339,1.8215012827762154,3.1231807000503666,4.210723747792182,3.5225000045084767,1,2,1,
163,-576451233237,1.8103322205563956,3.08570690146596,4.191144982837338,3.484358290457718,1,2,1,
164,-576451233135,1.7924817259453842,3.061814899682258,4.186250291598626,3.4547826823994474,1,2,1,
165,-576451233022,1.7350725471839024,3.074106221697654,4.235093061618955,3.4378308094879992,1,2,1,
166,-576451232828,1.7702972073551502,3.0402396309791877,4.186250291598626,3.425116904804413,1,2,1,
167,-576451232726,1.7523430928598147,3.001827140597365,4.171566217882495,3.382827392062556,1,2,1,
168,-576451232605,1.749696044495427,3.013012188094289,4.181355600359916,3.39130332851828,1,2,1,
